Identificador URL,Nome (Português),Categorias,Preço,Preço promocional,Estoque,SKU,Descrição (Português),Marca,Nome da variação 1,Valor da variação 1,image_urls,status
camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf,Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca,Coleção De Inverno,599.90,219.90,10,camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf-1338073617,<p>Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca</p>,Adidas,Tamanho,M,https://acdn-us.mitiendanube.com/stores/001/402/723/products/58886694-e1c6b9523db229041417604519345438-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/3d719b25-1c2c7c9c11036986ec17604519343242-1024-1024.webp,draft
camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf,Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca,Coleção De Inverno,599.90,219.90,10,camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf-1338073627,<p>Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca</p>,Adidas,Tamanho,G,https://acdn-us.mitiendanube.com/stores/001/402/723/products/58886694-e1c6b9523db229041417604519345438-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/3d719b25-1c2c7c9c11036986ec17604519343242-1024-1024.webp,draft
camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf,Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca,Coleção De Inverno,599.90,219.90,10,camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf-1338073650,<p>Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca</p>,Adidas,Tamanho,G,https://acdn-us.mitiendanube.com/stores/001/402/723/products/58886694-e1c6b9523db229041417604519345438-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/3d719b25-1c2c7c9c11036986ec17604519343242-1024-1024.webp,draft
camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf,Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca,Coleção De Inverno,599.90,219.90,10,camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf-1338073658,<p>Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca</p>,Adidas,Tamanho,G,https://acdn-us.mitiendanube.com/stores/001/402/723/products/58886694-e1c6b9523db229041417604519345438-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/3d719b25-1c2c7c9c11036986ec17604519343242-1024-1024.webp,draft
camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf,Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca,Coleção De Inverno,599.90,219.90,10,camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf-1338073666,<p>Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca</p>,Adidas,Tamanho,G,https://acdn-us.mitiendanube.com/stores/001/402/723/products/58886694-e1c6b9523db229041417604519345438-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/3d719b25-1c2c7c9c11036986ec17604519343242-1024-1024.webp,draft
camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf,Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca,Coleção De Inverno,599.90,219.90,10,camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf-1338073673,<p>Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca</p>,Adidas,Tamanho,GG,https://acdn-us.mitiendanube.com/stores/001/402/723/products/58886694-e1c6b9523db229041417604519345438-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/3d719b25-1c2c7c9c11036986ec17604519343242-1024-1024.webp,draft
camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf,Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca,Coleção De Inverno,599.90,219.90,10,camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf-1338073689,<p>Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca</p>,Adidas,Tamanho,GG,https://acdn-us.mitiendanube.com/stores/001/402/723/products/58886694-e1c6b9523db229041417604519345438-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/3d719b25-1c2c7c9c11036986ec17604519343242-1024-1024.webp,draft
camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf,Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca,Coleção De Inverno,599.90,219.90,10,camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf-1338073697,<p>Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca</p>,Adidas,Tamanho,GG,https://acdn-us.mitiendanube.com/stores/001/402/723/products/58886694-e1c6b9523db229041417604519345438-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/3d719b25-1c2c7c9c11036986ec17604519343242-1024-1024.webp,draft
camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf,Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca,Coleção De Inverno,599.90,219.90,10,camisa-real-madrid-25-26-jogador-manga-longa-adidas-branca-efzhf-1338073705,<p>Camisa Real Madrid 25/26 - Jogador Manga Longa Adidas - Branca</p>,Adidas,Tamanho,GG,https://acdn-us.mitiendanube.com/stores/001/402/723/products/58886694-e1c6b9523db229041417604519345438-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/3d719b25-1c2c7c9c11036986ec17604519343242-1024-1024.webp,draft
camisa-venezia-ii-manga-longa-25-26-bege-b14c0,Camisa Venezia II Manga Longa 25/26 - Bege,Coleção De Inverno,449.90,189.90,10,camisa-venezia-ii-manga-longa-25-26-bege-b14c0-1320666780,<p>Camisa Venezia II Manga Longa 25/26 - Bege</p>,,Tamanho,P,https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430083-49ee4f5b729bd5bf2217585944792291-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114431020-97cbc0f1d66ea4508d17585944790830-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430970-624e78330d666cd09a17585944792017-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430724-ef1e5e091965156eb917585944792078-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430555-45d54af6d666d5174217585944792263-1024-1024.webp,draft
camisa-venezia-ii-manga-longa-25-26-bege-b14c0,Camisa Venezia II Manga Longa 25/26 - Bege,Coleção De Inverno,449.90,189.90,10,camisa-venezia-ii-manga-longa-25-26-bege-b14c0-1320666792,<p>Camisa Venezia II Manga Longa 25/26 - Bege</p>,,Tamanho,M,https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430083-49ee4f5b729bd5bf2217585944792291-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114431020-97cbc0f1d66ea4508d17585944790830-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430970-624e78330d666cd09a17585944792017-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430724-ef1e5e091965156eb917585944792078-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430555-45d54af6d666d5174217585944792263-1024-1024.webp,draft
camisa-venezia-ii-manga-longa-25-26-bege-b14c0,Camisa Venezia II Manga Longa 25/26 - Bege,Coleção De Inverno,449.90,189.90,10,camisa-venezia-ii-manga-longa-25-26-bege-b14c0-1320666801,<p>Camisa Venezia II Manga Longa 25/26 - Bege</p>,,Tamanho,G,https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430083-49ee4f5b729bd5bf2217585944792291-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114431020-97cbc0f1d66ea4508d17585944790830-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430970-624e78330d666cd09a17585944792017-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430724-ef1e5e091965156eb917585944792078-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430555-45d54af6d666d5174217585944792263-1024-1024.webp,draft
camisa-venezia-ii-manga-longa-25-26-bege-b14c0,Camisa Venezia II Manga Longa 25/26 - Bege,Coleção De Inverno,449.90,189.90,10,camisa-venezia-ii-manga-longa-25-26-bege-b14c0-1320666809,<p>Camisa Venezia II Manga Longa 25/26 - Bege</p>,,Tamanho,GG,https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430083-49ee4f5b729bd5bf2217585944792291-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114431020-97cbc0f1d66ea4508d17585944790830-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430970-624e78330d666cd09a17585944792017-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430724-ef1e5e091965156eb917585944792078-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092114430555-45d54af6d666d5174217585944792263-1024-1024.webp,draft
camisa-selecao-colombia-25-26-jogador-masculina-amarelo-hz0ql,Camisa Selecao Colômbia 25/26 - Jogador Masculina - Amarelo,Camisas,599.90,199.90,10,camisa-selecao-colombia-25-26-jogador-masculina-amarelo-hz0ql-1320657138,<p>Camisa Selecao Colômbia 25/26 - Jogador Masculina - Amarelo</p>,,Tamanho,P,https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214180471-1c648fa349ea833f2517585927854483-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/202509221418151-85ff240baf2b2b7be817585927852680-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181311-1eeae9f4d82e02e75c17585927853918-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181262-6c74e7eb1dd98bd7f217585927853915-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181117-eba7f9b42fe473c2a017585927857896-1024-1024.webp,draft
camisa-selecao-colombia-25-26-jogador-masculina-amarelo-hz0ql,Camisa Selecao Colômbia 25/26 - Jogador Masculina - Amarelo,Camisas,599.90,199.90,10,camisa-selecao-colombia-25-26-jogador-masculina-amarelo-hz0ql-1320657141,<p>Camisa Selecao Colômbia 25/26 - Jogador Masculina - Amarelo</p>,,Tamanho,M,https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214180471-1c648fa349ea833f2517585927854483-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/202509221418151-85ff240baf2b2b7be817585927852680-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181311-1eeae9f4d82e02e75c17585927853918-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181262-6c74e7eb1dd98bd7f217585927853915-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181117-eba7f9b42fe473c2a017585927857896-1024-1024.webp,draft
camisa-selecao-colombia-25-26-jogador-masculina-amarelo-hz0ql,Camisa Selecao Colômbia 25/26 - Jogador Masculina - Amarelo,Camisas,599.90,199.90,10,camisa-selecao-colombia-25-26-jogador-masculina-amarelo-hz0ql-1320657145,<p>Camisa Selecao Colômbia 25/26 - Jogador Masculina - Amarelo</p>,,Tamanho,G,https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214180471-1c648fa349ea833f2517585927854483-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/202509221418151-85ff240baf2b2b7be817585927852680-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181311-1eeae9f4d82e02e75c17585927853918-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181262-6c74e7eb1dd98bd7f217585927853915-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181117-eba7f9b42fe473c2a017585927857896-1024-1024.webp,draft
camisa-selecao-colombia-25-26-jogador-masculina-amarelo-hz0ql,Camisa Selecao Colômbia 25/26 - Jogador Masculina - Amarelo,Camisas,599.90,199.90,10,camisa-selecao-colombia-25-26-jogador-masculina-amarelo-hz0ql-1320657148,<p>Camisa Selecao Colômbia 25/26 - Jogador Masculina - Amarelo</p>,,Tamanho,GG,https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214180471-1c648fa349ea833f2517585927854483-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/202509221418151-85ff240baf2b2b7be817585927852680-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181311-1eeae9f4d82e02e75c17585927853918-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181262-6c74e7eb1dd98bd7f217585927853915-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/2025092214181117-eba7f9b42fe473c2a017585927857896-1024-1024.webp,draft
conjunto-de-treino-barcelona-25-264,Conjunto de Treino Barcelona - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-barcelona-25-264-1109368756,<p>Conjunto de Treino Barcelona - 25/26</p>,unitsportsoficial,Tamanho,P,https://acdn-us.mitiendanube.com/stores/001/402/723/products/0481d9fa-fe546f517baa58fdc217372616572417-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/e303dc45-bcdbafc24dc1a3e13517372616571084-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/10d728a2-b868b700c76b1d7f0317372616576139-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/25e878da-cdfe7493af988dccc617372616576967-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/c9ce77b5-707824ce65d8d6ae0b17372616577463-1024-1024.webp,draft
conjunto-de-treino-barcelona-25-264,Conjunto de Treino Barcelona - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-barcelona-25-264-1109368758,<p>Conjunto de Treino Barcelona - 25/26</p>,unitsportsoficial,Tamanho,M,https://acdn-us.mitiendanube.com/stores/001/402/723/products/0481d9fa-fe546f517baa58fdc217372616572417-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/e303dc45-bcdbafc24dc1a3e13517372616571084-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/10d728a2-b868b700c76b1d7f0317372616576139-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/25e878da-cdfe7493af988dccc617372616576967-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/c9ce77b5-707824ce65d8d6ae0b17372616577463-1024-1024.webp,draft
conjunto-de-treino-barcelona-25-264,Conjunto de Treino Barcelona - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-barcelona-25-264-1109368760,<p>Conjunto de Treino Barcelona - 25/26</p>,unitsportsoficial,Tamanho,G,https://acdn-us.mitiendanube.com/stores/001/402/723/products/0481d9fa-fe546f517baa58fdc217372616572417-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/e303dc45-bcdbafc24dc1a3e13517372616571084-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/10d728a2-b868b700c76b1d7f0317372616576139-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/25e878da-cdfe7493af988dccc617372616576967-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/c9ce77b5-707824ce65d8d6ae0b17372616577463-1024-1024.webp,draft
conjunto-de-treino-barcelona-25-264,Conjunto de Treino Barcelona - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-barcelona-25-264-1109368763,<p>Conjunto de Treino Barcelona - 25/26</p>,unitsportsoficial,Tamanho,GG,https://acdn-us.mitiendanube.com/stores/001/402/723/products/0481d9fa-fe546f517baa58fdc217372616572417-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/e303dc45-bcdbafc24dc1a3e13517372616571084-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/10d728a2-b868b700c76b1d7f0317372616576139-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/25e878da-cdfe7493af988dccc617372616576967-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/c9ce77b5-707824ce65d8d6ae0b17372616577463-1024-1024.webp,draft
conjunto-de-treino-barcelona-25-263,Conjunto de Treino Barcelona - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-barcelona-25-263-1109368756,<p>Conjunto de Treino Barcelona - 25/26</p>,unitsportsoficial,Tamanho,P,https://acdn-us.mitiendanube.com/stores/001/402/723/products/0481d9fa-fe546f517baa58fdc217372616572417-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/e303dc45-bcdbafc24dc1a3e13517372616571084-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/10d728a2-b868b700c76b1d7f0317372616576139-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/25e878da-cdfe7493af988dccc617372616576967-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/c9ce77b5-707824ce65d8d6ae0b17372616577463-1024-1024.webp,draft
conjunto-de-treino-barcelona-25-263,Conjunto de Treino Barcelona - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-barcelona-25-263-1109368758,<p>Conjunto de Treino Barcelona - 25/26</p>,unitsportsoficial,Tamanho,M,https://acdn-us.mitiendanube.com/stores/001/402/723/products/0481d9fa-fe546f517baa58fdc217372616572417-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/e303dc45-bcdbafc24dc1a3e13517372616571084-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/10d728a2-b868b700c76b1d7f0317372616576139-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/25e878da-cdfe7493af988dccc617372616576967-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/c9ce77b5-707824ce65d8d6ae0b17372616577463-1024-1024.webp,draft
conjunto-de-treino-barcelona-25-263,Conjunto de Treino Barcelona - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-barcelona-25-263-1109368760,<p>Conjunto de Treino Barcelona - 25/26</p>,unitsportsoficial,Tamanho,G,https://acdn-us.mitiendanube.com/stores/001/402/723/products/0481d9fa-fe546f517baa58fdc217372616572417-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/e303dc45-bcdbafc24dc1a3e13517372616571084-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/10d728a2-b868b700c76b1d7f0317372616576139-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/25e878da-cdfe7493af988dccc617372616576967-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/c9ce77b5-707824ce65d8d6ae0b17372616577463-1024-1024.webp,draft
conjunto-de-treino-barcelona-25-263,Conjunto de Treino Barcelona - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-barcelona-25-263-1109368763,<p>Conjunto de Treino Barcelona - 25/26</p>,unitsportsoficial,Tamanho,GG,https://acdn-us.mitiendanube.com/stores/001/402/723/products/0481d9fa-fe546f517baa58fdc217372616572417-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/e303dc45-bcdbafc24dc1a3e13517372616571084-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/10d728a2-b868b700c76b1d7f0317372616576139-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/25e878da-cdfe7493af988dccc617372616576967-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/c9ce77b5-707824ce65d8d6ae0b17372616577463-1024-1024.webp,draft
conjunto-de-treino-real-madrid-25-264,Conjunto de Treino Real Madrid - 25/26,Conjuntos,699.90,389.90,10,conjunto-de-treino-real-madrid-25-264-1109368269,<p>Conjunto de Treino Real Madrid - 25/26</p>,,Tamanho,P,https://acdn-us.mitiendanube.com/stores/001/402/723/products/c8411d31-f70bdbc2e4ab37bd2b17372615289519-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/482d0f23-46d28d1e30c053304717372615296301-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/4a599b67-f179cffa5770fbeaff17372615296392-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/8b56fa0f-33446dffa227c7908517372615294831-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/f8d2a687-1531ff8e87a73ebab517372615291385-1024-1024.webp,draft
conjunto-de-treino-real-madrid-25-264,Conjunto de Treino Real Madrid - 25/26,Conjuntos,699.90,389.90,10,conjunto-de-treino-real-madrid-25-264-1109368270,<p>Conjunto de Treino Real Madrid - 25/26</p>,,Tamanho,M,https://acdn-us.mitiendanube.com/stores/001/402/723/products/c8411d31-f70bdbc2e4ab37bd2b17372615289519-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/482d0f23-46d28d1e30c053304717372615296301-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/4a599b67-f179cffa5770fbeaff17372615296392-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/8b56fa0f-33446dffa227c7908517372615294831-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/f8d2a687-1531ff8e87a73ebab517372615291385-1024-1024.webp,draft
conjunto-de-treino-real-madrid-25-264,Conjunto de Treino Real Madrid - 25/26,Conjuntos,699.90,389.90,10,conjunto-de-treino-real-madrid-25-264-1109368271,<p>Conjunto de Treino Real Madrid - 25/26</p>,,Tamanho,G,https://acdn-us.mitiendanube.com/stores/001/402/723/products/c8411d31-f70bdbc2e4ab37bd2b17372615289519-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/482d0f23-46d28d1e30c053304717372615296301-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/4a599b67-f179cffa5770fbeaff17372615296392-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/8b56fa0f-33446dffa227c7908517372615294831-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/f8d2a687-1531ff8e87a73ebab517372615291385-1024-1024.webp,draft
conjunto-de-treino-real-madrid-25-264,Conjunto de Treino Real Madrid - 25/26,Conjuntos,699.90,389.90,10,conjunto-de-treino-real-madrid-25-264-1109368272,<p>Conjunto de Treino Real Madrid - 25/26</p>,,Tamanho,GG,https://acdn-us.mitiendanube.com/stores/001/402/723/products/c8411d31-f70bdbc2e4ab37bd2b17372615289519-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/482d0f23-46d28d1e30c053304717372615296301-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/4a599b67-f179cffa5770fbeaff17372615296392-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/8b56fa0f-33446dffa227c7908517372615294831-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/f8d2a687-1531ff8e87a73ebab517372615291385-1024-1024.webp,draft
conjunto-de-treino-real-madrid-25-263,Conjunto de Treino Real Madrid - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-real-madrid-25-263-1109368269,<p>Conjunto de Treino Real Madrid - 25/26</p>,unitsportsoficial,Tamanho,P,https://acdn-us.mitiendanube.com/stores/001/402/723/products/c8411d31-f70bdbc2e4ab37bd2b17372615289519-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/482d0f23-46d28d1e30c053304717372615296301-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/4a599b67-f179cffa5770fbeaff17372615296392-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/8b56fa0f-33446dffa227c7908517372615294831-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/f8d2a687-1531ff8e87a73ebab517372615291385-1024-1024.webp,draft
conjunto-de-treino-real-madrid-25-263,Conjunto de Treino Real Madrid - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-real-madrid-25-263-1109368270,<p>Conjunto de Treino Real Madrid - 25/26</p>,unitsportsoficial,Tamanho,M,https://acdn-us.mitiendanube.com/stores/001/402/723/products/c8411d31-f70bdbc2e4ab37bd2b17372615289519-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/482d0f23-46d28d1e30c053304717372615296301-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/4a599b67-f179cffa5770fbeaff17372615296392-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/8b56fa0f-33446dffa227c7908517372615294831-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/f8d2a687-1531ff8e87a73ebab517372615291385-1024-1024.webp,draft
conjunto-de-treino-real-madrid-25-263,Conjunto de Treino Real Madrid - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-real-madrid-25-263-1109368271,<p>Conjunto de Treino Real Madrid - 25/26</p>,unitsportsoficial,Tamanho,G,https://acdn-us.mitiendanube.com/stores/001/402/723/products/c8411d31-f70bdbc2e4ab37bd2b17372615289519-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/482d0f23-46d28d1e30c053304717372615296301-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/4a599b67-f179cffa5770fbeaff17372615296392-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/8b56fa0f-33446dffa227c7908517372615294831-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/f8d2a687-1531ff8e87a73ebab517372615291385-1024-1024.webp,draft
conjunto-de-treino-real-madrid-25-263,Conjunto de Treino Real Madrid - 25/26,Conjuntos,459.90,259.90,10,conjunto-de-treino-real-madrid-25-263-1109368272,<p>Conjunto de Treino Real Madrid - 25/26</p>,unitsportsoficial,Tamanho,GG,https://acdn-us.mitiendanube.com/stores/001/402/723/products/c8411d31-f70bdbc2e4ab37bd2b17372615289519-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/482d0f23-46d28d1e30c053304717372615296301-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/4a599b67-f179cffa5770fbeaff17372615296392-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/8b56fa0f-33446dffa227c7908517372615294831-1024-1024.webp|https://acdn-us.mitiendanube.com/stores/001/402/723/products/f8d2a687-1531ff8e87a73ebab517372615291385-1024-1024.webp,draft
